right_eye_image,left_eye_image,yaw,roll,pitch,screen_position_x,screen_position_y
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233427.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233427.png,9.043969748081004,357.560314092845,6.6584600277038675,0.5,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233428.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233428.png,9.481559447319343,356.60631151274697,7.706838093018277,0.5,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233429.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233429.png,11.02550365477045,356.91101165981513,7.080395294171197,0.10416666666666667,0.18518518518518517
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233430.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233430.png,10.185515740188713,356.9398630999413,6.630415224486583,0.10416666666666667,0.18518518518518517
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233431.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233431.png,12.328006985535543,355.44686350971904,7.849971830293924,0.5,0.18518518518518517
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233432.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233432.png,11.884278464609704,355.71540343352564,7.752089929956398,0.5,0.18518518518518517
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233433.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233433.png,10.546755492107614,356.04000077480663,5.952983714838126,0.8958333333333334,0.18518518518518517
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233434.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233434.png,11.861372124272489,355.84157368975855,6.852062810329187,0.8958333333333334,0.18518518518518517
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233435.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233435.png,11.58360227868431,356.50580134597305,9.917121256765668,0.3824776969001403,0.3893266078603718
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233436.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233436.png,11.1090012917087,356.74336553599346,9.659192996002474,0.10416666666666667,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233437.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233437.png,13.999493150948801,355.857597636063,9.434476419858015,0.20833333333333334,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233438.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233438.png,14.241894314133031,356.0630496119241,10.073046957200518,0.5,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233439.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233439.png,10.093692591350637,356.17803255531527,9.629033491635695,0.6875,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233440.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233440.png,11.425778931604947,355.6177645692128,9.313638174813775,0.8958333333333334,0.5
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233441.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233441.png,8.671703581554365,350.74441817158674,5.3420948964306945,0.7077723576102825,0.5747844815740795
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233442.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233442.png,7.8930433244662215,356.3965447135067,7.571116372170465,0.10416666666666667,0.8148148148148148
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233443.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233443.png,8.28907273533602,-22.190230802262676,6.692932515688298,0.10416666666666667,0.8148148148148148
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233444.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233444.png,9.740487327776966,408.92933462428795,8.154519060045942,0.5,0.8148148148148148
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233445.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233445.png,9.122290206686824,356.72375057952115,8.447787731262949,0.5,0.8148148148148148
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233446.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233446.png,11.490819370289225,356.4894970530677,9.469956883073564,0.8958333333333334,0.8148148148148148
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233447.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233447.png,8.654510858675515,356.0649952078173,7.556414715402255,0.8958333333333334,0.8148148148148148
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233448.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233448.png,7.965084546360611,356.40690812088906,7.954365204728603,0.1020388371867438,0.09684084559060911
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233449.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233449.png,8.236205682788839,355.91748780894886,7.626452944094041,0.005208333333333333,0.009259259259259259
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233450.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233450.png,8.277777468038924,355.77014733530217,8.791232810038167,0.3072916666666667,0.009259259259259259
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233451.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233451.png,8.423825943847678,355.5278585910699,7.628098440487591,0.9947916666666666,0.009259259259259259
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233452.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233452.png,10.268476071539542,355.90144614782776,8.32239065938397,0.9947916666666666,0.009259259259259259
FYP_LemWaiPing\calibration_results\right_eye_crop_20250422_233453.png,FYP_LemWaiPing\calibration_results\left_eye_crop_20250422_233453.png,12.059999495635559,356.57268770043356,8.406376998566017,0.9947916666666666,0.9907407407407407
